id,director,top_5_cast
172,William Shatner,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei']"
21972,John Schultz,"['Shad Moss', 'Morris Chestnut', 'Jonathan Lipnicki', 'Brenda Song', 'Jesse Plemons']"
36593,Peter Segal,"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy', 'O.J. Simpson', 'Fred Ward']"
707,John Glen,"['Roger Moore', 'Christopher Walken', 'Tanya Roberts', 'Grace Jones', 'Patrick Macnee']"
533,Nick Park,"['Peter Sallis', 'Helena Bonham Carter', 'Ralph Fiennes', 'Nicholas Smith', 'Liz Smith']"
6023,Richard LaGravenese,"['Hilary Swank', 'Gerard Butler', 'Lisa Kudrow', 'Harry Connick Jr.', 'Gina Gershon']"
6439,Frederik Du Chau,"['Frankie Muniz', 'Mandy Moore', 'Hayden Panettiere', 'Bruce Greenwood', 'Wendie Malick']"
4347,Joe Wright,"['Keira Knightley', 'James McAvoy', 'Romola Garai', 'Saoirse Ronan', 'Brenda Blethyn']"
37056,Gary Winick,"['Amanda Seyfried', 'Christopher Egan', 'Gael García Bernal', 'Vanessa Redgrave', 'Franco Nero']"
4105,Ridley Scott,"['Michael Douglas', 'Andy García', 'Kate Capshaw', 'Shigeru Kôyama', 'John Spencer']"
76489,Bobby Farrelly,"['Sean Hayes', 'Will Sasso', 'Chris Diamantopoulos', 'Jane Lynch', 'Sofía Vergara']"
3933,Tim Burton,"['Johnny Depp', 'Helena Bonham Carter', 'Emily Watson', 'Tracey Ullman', 'Paul Whitehouse']"
9918,James Gartner,"['Josh Lucas', 'Derek Luke', 'Jon Voight', 'Austin Nichols', 'Evan Jones']"
273481,Denis Villeneuve,"['Emily Blunt', 'Benicio del Toro', 'Josh Brolin', 'Victor Garber', 'Jon Bernthal']"
307081,Antoine Fuqua,"['Jake Gyllenhaal', 'Rachel McAdams', 'Forest Whitaker', 'Oona Laurence', '50 Cent']"
16871,Sam Raimi,"['Alison Lohman', 'Justin Long', 'Lorna Raver', 'Dileep Rao', 'David Paymer']"
293863,Lee Toland Krieger,"['Blake Lively', 'Michiel Huisman', 'Harrison Ford', 'Ellen Burstyn', 'Kathy Baker']"
13156,Tim McCanlies,"['Michael Caine', 'Robert Duvall', 'Haley Joel Osment', 'Josh Lucas', 'Kyra Sedgwick']"
41233,Jon M. Chu,"['Rick Malambri', 'Adam G. Sevani', 'Joe Slaughter', 'Sharni Vinson', 'Alyson Stoner']"
9266,John Stockwell,"['Kate Bosworth', 'Matthew Davis', 'Michelle Rodriguez', 'Sanoe Lake', 'Mika Boorem']"
1262,Marc Forster,"['Will Ferrell', 'Maggie Gyllenhaal', 'Dustin Hoffman', 'Emma Thompson', 'Queen Latifah']"
4513,David Slade,"['Josh Hartnett', 'Melissa George', 'Ben Foster', 'Danny Huston', 'Mark Boone Junior']"
22970,Drew Goddard,"['Kristen Connolly', 'Chris Hemsworth', 'Anna Hutchison', 'Fran Kranz', 'Jesse Williams']"
7278,Jason Friedberg,"['Sean Maguire', 'Carmen Electra', 'Ken Davitian', 'Kevin Sorbo', 'Diedrich Bader']"
9013,Martin Brest,"['Robert De Niro', 'Charles Grodin', 'Yaphet Kotto', 'John Ashton', 'Dennis Farina']"
865,Paul Michael Glaser,"['Arnold Schwarzenegger', 'Richard Dawson', 'María Conchita Alonso', 'Yaphet Kotto', 'Jim Brown']"
10776,Frank Oz,"['Rick Moranis', 'Ellen Greene', 'Vincent Gardenia', 'Steve Martin', 'Tisha Campbell-Martin']"
50456,Joe Wright,"['Saoirse Ronan', 'Eric Bana', 'Vicky Krieps', 'Cate Blanchett', 'Tom Hollander']"
9823,John R. Leonetti,"['Robin Shou', 'Talisa Soto', 'James Remar', 'Sandra Hess', ""Lynn 'Red' Williams""]"
59861,Tom Hanks,"['Tom Hanks', 'Julia Roberts', 'Bryan Cranston', 'Cedric the Entertainer', 'Pam Grier']"
133805,Kimberly Peirce,"['Chloë Grace Moretz', 'Julianne Moore', 'Judy Greer', 'Alex Russell', 'Portia Doubleday']"
12763,Liz Friedlander,"['Antonio Banderas', 'Rob Brown', 'Yaya DaCosta', 'Alfre Woodard', 'John Ortiz']"
9766,Phil Joanou,"['Dwayne Johnson', 'Xzibit', 'L. Scott Caldwell', 'Leon Rippy', 'Kevin Dunn']"
14034,Sam Weisman,"['Martin Lawrence', 'Danny DeVito', 'John Leguizamo', 'Glenne Headly', 'Carmen Ejogo']"
12244,Shane Acker,"['Christopher Plummer', 'Martin Landau', 'John C. Reilly', 'Crispin Glover', 'Jennifer Connelly']"
109421,Steven Soderbergh,"['Jude Law', 'Rooney Mara', 'Catherine Zeta-Jones', 'Channing Tatum', 'Vinessa Shaw']"
11137,Martha Coolidge,"['Julia Stiles', 'Luke Mably', 'Ben Miller', 'Miranda Richardson', 'James Fox']"
51162,Stephen Anderson,"['Jim Cummings', 'Travis Oates', 'Bud Luckey', 'Craig Ferguson', 'Tom Kenny']"
10152,Troy Miller,"['Mimi Rogers', 'Eric Christian Olsen', 'Luis Guzmán', 'Rachel Nichols', 'Eugene Levy']"
9452,Warren Beatty,"['Warren Beatty', 'Halle Berry', 'Sean Astin', 'Christine Baranski', 'Adilah Barnes']"
239566,Tate Taylor,"['Chadwick Boseman', 'Nelsan Ellis', 'Dan Aykroyd', 'Viola Davis', 'Lennie James']"
53113,Carl Franklin,"['Meryl Streep', 'Renée Zellweger', 'William Hurt', 'Tom Everett Scott', 'Lauren Graham']"
9271,Brett Leonard,"['Denzel Washington', 'Russell Crowe', 'Kelly Lynch', 'William Forsythe', 'Stephen Spinella']"
4474,Ivan Reitman,"['Uma Thurman', 'Luke Wilson', 'Anna Faris', 'Eddie Izzard', 'Rainn Wilson']"
184346,Scott Derrickson,"['Eric Bana', 'Edgar Ramírez', 'Olivia Munn', 'Joel McHale', 'Sean Harris']"
48340,Alister Grierson,"['Ioan Gruffudd', 'Richard Roxburgh', 'Alice Parkinson', 'Daniel Wyllie', 'Allison Cratchley']"
14846,Nick Hurran,"['Brittany Murphy', 'Holly Hunter', 'Kathy Bates', 'Ron Livingston', 'Kevin Sussman']"
72207,Nicholas Stoller,"['Jason Segel', 'Emily Blunt', 'Chris Pratt', 'Alison Brie', 'Rhys Ifans']"
16232,Charles Stone III,"['Bernie Mac', 'Angela Bassett', 'Michael Rispoli', 'Brian J. White', 'Dondre Whitfield']"
43539,Paul Haggis,"['Russell Crowe', 'Elizabeth Banks', 'Brian Dennehy', 'RZA', 'Moran Atias']"
9920,Kurt Wimmer,"['Milla Jovovich', 'Cameron Bright', 'Nick Chinlund', 'Sebastien Andrieu', 'Ida Martin']"
8978,Jean-François Richet,"['Ethan Hawke', 'Laurence Fishburne', 'Gabriel Byrne', 'Maria Bello', 'Drea de Matteo']"
11702,Antoine Fuqua,"['Chow Yun-fat', 'Mira Sorvino', 'Michael Rooker', 'Kenneth Tsang', 'Jürgen Prochnow']"
18550,Kevin Hooks,"['Laurence Fishburne', 'Stephen Baldwin', 'Salma Hayek', 'Will Patton', 'Robert John Burke']"
8869,Ellory Elkayem,"['David Arquette', 'Kari Wuhrer', 'Scott Terra', 'Scarlett Johansson', 'Doug E. Doug']"
43347,Edward Zwick,"['Jake Gyllenhaal', 'Anne Hathaway', 'Oliver Platt', 'Hank Azaria', 'Gabriel Macht']"
3489,Jon Avnet,"['Al Pacino', 'Alicia Witt', 'Leelee Sobieski', 'Amy Brenneman', 'William Forsythe']"
9701,Niki Caro,"['Charlize Theron', 'Elle Peterson', 'Thomas Curtis', 'Frances McDormand', 'Sean Bean']"
2122,Howard Deutch,"['Bruce Willis', 'Matthew Perry', 'Amanda Peet', 'Kevin Pollak', 'Frank Collison']"
37707,Vincenzo Natali,"['Adrien Brody', 'Sarah Polley', 'Delphine Chanéac', 'David Hewlett', 'Abigail Chu']"
10658,Willard Huyck,"['Lea Thompson', 'Jeffrey Jones', 'Tim Robbins', 'Ed Gale', 'Holly Robinson Peete']"
13150,Gavin O'Connor,"['Edward Norton', 'Jon Voight', 'Colin Farrell', 'Noah Emmerich', 'Jennifer Ehle']"
9042,Bruce Hunt,"['Cole Hauser', 'Eddie Cibrian', 'Morris Chestnut', 'Lena Headey', 'Piper Perabo']"
17813,Rob Reiner,"['Luke Wilson', 'Kate Hudson', 'Sophie Marceau', 'David Paymer', 'Paul Wilson']"
11208,Paul McGuigan,"['Josh Hartnett', 'Rose Byrne', 'Matthew Lillard', 'Diane Kruger', 'Christopher Cousins']"
58151,Craig Gillespie,"['Anton Yelchin', 'Colin Farrell', 'Toni Collette', 'Christopher Mintz-Plasse', 'David Tennant']"
11400,Terrence Malick,"['Colin Farrell', ""Q'orianka Kilcher"", 'Christopher Plummer', 'Christian Bale', 'August Schellenberg']"
10350,Christopher Roberts,"['Freddie Prinze Jr.', 'Saffron Burrows', 'Matthew Lillard', 'Tchéky Karyo', 'Jürgen Prochnow']"
28902,Neil Jordan,"['Annette Bening', 'Aidan Quinn', 'Stephen Rea', 'Robert Downey Jr.', 'Paul Guilfoyle']"
14164,James Wong,"['Chow Yun-fat', 'Justin Chatwin', 'Joon Park', 'Jamie Chung', 'Emmy Rossum']"
76640,Kim Jee-woon,"['Arnold Schwarzenegger', 'Forest Whitaker', 'Rodrigo Santoro', 'Johnny Knoxville', 'Jaimie Alexander']"
11058,Nick Hamm,"['Greg Kinnear', 'Rebecca Romijn', 'Robert De Niro', 'Cameron Bright', 'Zoie Palmer']"
14844,Andy Cadiff,"['Mandy Moore', 'Stark Sands', 'Tony Jayawardena', 'Jeremy Piven', 'Annabella Sciorra']"
57089,Mike Disa,"['Hayden Panettiere', 'Bill Hader', 'Joan Cusack', 'Patrick Warburton', 'Glenn Close']"
1947,Lasse Hallström,"['Robert Redford', 'Jennifer Lopez', 'Morgan Freeman', 'Becca Gardner', 'Josh Lucas']"
8054,Terry Gilliam,"['Christopher Plummer', 'Heath Ledger', 'Johnny Depp', 'Jude Law', 'Colin Farrell']"
46829,Richard J. Lewis,"['Paul Giamatti', 'Dustin Hoffman', 'Rosamund Pike', 'Minnie Driver', 'Rachelle Lefevre']"
146238,Brad Furman,"['Ben Affleck', 'Gemma Arterton', 'Justin Timberlake', 'Anthony Mackie', 'David Costabile']"
9989,Peter Howitt,"['Ryan Phillippe', 'Rachael Leigh Cook', 'Tim Robbins', 'Claire Forlani', 'Richard Roundtree']"
9665,Edward Zwick,"['Matthew Broderick', 'Denzel Washington', 'Cary Elwes', 'Morgan Freeman', 'Jihmi Kennedy']"
311,Sergio Leone,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Joe Pesci', 'Burt Young']"
102362,Niels Arden Oplev,"['Colin Farrell', 'Noomi Rapace', 'Terrence Howard', 'Dominic Cooper', 'Isabelle Huppert']"
11162,Michael Radford,"['Al Pacino', 'Jeremy Irons', 'Joseph Fiennes', 'Lynn Collins', 'Zuleikha Robinson']"
6016,Neil Jordan,"['Nick Nolte', 'Tchéky Karyo', 'Nutsa Kukhianidze', 'Marc Lavoine', 'Saïd Taghmaoui']"
17186,Steve Boyum,"['Steve Howey', 'Mike Vogel', 'Cameron Richardson', 'Sophia Bush', 'Channing Tatum']"
13967,Chris Noonan,"['Ewan McGregor', 'Renée Zellweger', 'Emily Watson', 'Barbara Flynn', 'Bill Paterson']"
2008,Chen Kaige,"['Cecilia Cheung', 'Liu Ye', 'Hong Chen', 'Cheng Qian', 'Jang Dong-gun']"
9053,Corey Yuen Kwai,"['Jaime Pressly', 'Devon Aoki', 'Holly Valance', 'Sarah Carter', 'Natassia Malthe']"
4512,Andrew Dominik,"['Brad Pitt', 'Casey Affleck', 'Sam Shepard', 'Mary-Louise Parker', 'Paul Schneider']"
76349,Jackie Chan,"['Jackie Chan', 'Li Bingbing', 'Joan Chen', 'Jaycee Chan', 'Sun Chun']"
31203,Laurent Tirard,"['Maxime Godart', 'Valérie Lemercier', 'Kad Merad', 'Sandrine Kiberlain', 'François-Xavier Demaison']"
265208,Simon West,"['Jason Statham', 'Michael Angarano', 'Milo Ventimiglia', 'Dominik García-Lorido', 'Anne Heche']"
45610,Marc Forster,"['Gerard Butler', 'Michelle Monaghan', 'Kathy Baker', 'Richard Goteri', 'Peter Carey']"
50135,Reinhard Klooss,"['Christoph Maria Herbst', 'Ralf Schmitz', 'Thomas Fritsch', 'Bastian Pastewka', 'Oliver Kalkofe']"
1874,Bille August,"['Joseph Fiennes', 'Dennis Haysbert', 'Diane Kruger', 'Shiloh Henderson', 'Patrick Lyster']"
271331,Frédéric Auburtin,"['Tim Roth', 'Sam Neill', 'Thomas Kretschmann', 'Gérard Depardieu', 'Jemima West']"
215211,Olivier Dahan,"['Nicole Kidman', 'Milo Ventimiglia', 'Paz Vega', 'Tim Roth', 'Parker Posey']"
367961,Maksim Fadeev,"['Maksim Chukharyov', 'Konstantin Khabenskiy', 'Mikhail Galustyan', 'Fyodor Bondarchuk', 'Natalya Ionova']"
10955,Liliana Cavani,"['John Malkovich', 'Ray Winstone', 'Uwe Mansshardt', 'Hanns Zischler', 'Paolo Paoloni']"
223702,Conrad Vernon,"['Seth Rogen', 'Kristen Wiig', 'Jonah Hill', 'Bill Hader', 'Michael Cera']"
254470,Elizabeth Banks,"['Anna Kendrick', 'Rebel Wilson', 'Hailee Steinfeld', 'Brittany Snow', 'Skylar Astin']"
69,James Mangold,"['Joaquin Phoenix', 'Reese Witherspoon', 'Ginnifer Goodwin', 'Robert Patrick', 'Tyler Hilton']"
4967,Edward Norton,"['Ben Stiller', 'Edward Norton', 'Jenna Elfman', 'Anne Bancroft', 'Eli Wallach']"
9449,Peter Hewitt,"['John Goodman', 'Jim Broadbent', 'Celia Imrie', 'Tom Felton', 'Hugh Laurie']"
11499,Ron Howard,"['Michael Sheen', 'Frank Langella', 'Kevin Bacon', 'Sam Rockwell', 'Mark Simich']"
4912,George Clooney,"['Sam Rockwell', 'Drew Barrymore', 'Julia Roberts', 'Rutger Hauer', 'Brad Pitt']"
12771,Reginald Hudlin,"['Matthew Perry', 'Elizabeth Hurley', 'Vincent Pastore', 'Bruce Campbell', 'Cedric the Entertainer']"
323676,Ben Falcone,"['Melissa McCarthy', 'Peter Dinklage', 'Kristen Bell', 'Kathy Bates', 'Kristen Schaal']"
12506,Richard Attenborough,"['Denzel Washington', 'Kevin Kline', 'Penelope Wilton', 'Kate Hardie', 'John Matshikiza']"
24071,Lawrence Kasdan,"['Loren Dean', 'Hope Davis', 'Jason Lee', 'Alfre Woodard', 'Zooey Deschanel']"
11249,Don Mancini,"['Brad Dourif', 'Jennifer Tilly', 'Billy Boyd', 'Redman', 'Hannah Spearritt']"
9667,John Maybury,"['Adrien Brody', 'Keira Knightley', 'Kris Kristofferson', 'Jennifer Jason Leigh', 'Kelly Lynch']"
812,Ron Clements,"['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman', 'Frank Welker']"
277216,F. Gary Gray,"[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell', 'Neil Brown Jr.', 'Aldis Hodge']"
87,Steven Spielberg,"['Harrison Ford', 'Kate Capshaw', 'Jonathan Ke Quan', 'Amrish Puri', 'Roshan Seth']"
14444,Norton Virgien,"['Whoopi Goldberg', 'David Spade', 'E.G. Daily', 'Tara Strong', 'Christine Cavanaugh']"
2043,Lee Tamahori,"['Morgan Freeman', 'Monica Potter', 'Michael Wincott', 'Dylan Baker', 'Mika Boorem']"
315664,Stephen Frears,"['Meryl Streep', 'Hugh Grant', 'Rebecca Ferguson', 'Simon Helberg', 'Nina Arianda']"
1428,Robert Rodriguez,"['Antonio Banderas', 'Salma Hayek', 'Johnny Depp', 'Eva Mendes', 'Mickey Rourke']"
562,John McTiernan,"['Bruce Willis', 'Alan Rickman', 'Alexander Godunov', 'Bonnie Bedelia', 'Reginald VelJohnson']"
15373,David Wain,"['Seann William Scott', 'Paul Rudd', 'Elizabeth Banks', 'Christopher Mintz-Plasse', ""Bobb'e J. Thompson""]"
318846,Adam McKay,"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Melissa Leo']"
26320,Ang Lee,"['Demetri Martin', 'Imelda Staunton', 'Henry Goodman', 'Liev Schreiber', 'Jonathan Groff']"
14292,Gavin O'Connor,"['Kurt Russell', 'Patricia Clarkson', 'Noah Emmerich', 'Sean McCann', 'Kenneth Welsh']"
924,Zack Snyder,"['Sarah Polley', 'Ving Rhames', 'Jake Weber', 'Mekhi Phifer', 'Ty Burrell']"
2018,Adam Shankman,"['Jennifer Lopez', 'Matthew McConaughey', 'Justin Chambers', 'Joanna Gleason', 'Lou Myers']"
192577,Shinji Aramaki,"['Shun Oguri', 'Haruma Miura', 'Yu Aoi', 'Arata Furuta', 'Ayano Fukuda']"
9428,Wes Anderson,"['Gene Hackman', 'Anjelica Huston', 'Ben Stiller', 'Gwyneth Paltrow', 'Luke Wilson']"
2832,James Mangold,"['John Cusack', 'Ray Liotta', 'Amanda Peet', 'John Hawkes', 'Alfred Molina']"
137093,Jon Turteltaub,"['Robert De Niro', 'Morgan Freeman', 'Michael Douglas', 'Kevin Kline', 'Mary Steenburgen']"
699,John Glen,"['Roger Moore', 'Carole Bouquet', 'Chaim Topol', 'Lynn-Holly Johnson', 'Julian Glover']"
9778,Peter Chelsom,"['John Cusack', 'Kate Beckinsale', 'Jeremy Piven', 'Bridget Moynahan', 'Eugene Levy']"
8831,Peter Hyams,"['Jean-Claude Van Damme', 'Mia Sara', 'Ron Silver', 'Bruce McGill', 'Gloria Reuben']"
9398,Ben Stiller,"['Ben Stiller', 'Owen Wilson', 'Christine Taylor', 'Will Ferrell', 'Milla Jovovich']"
112949,Lasse Hallström,"['Julianne Hough', 'Josh Duhamel', 'Cobie Smulders', 'David Lyons', 'Mike Pniewski']"
10439,Kenny Ortega,"['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy', 'Omri Katz', 'Thora Birch']"
3638,Scott Hicks,"['Catherine Zeta-Jones', 'Aaron Eckhart', 'Abigail Breslin', 'Patricia Clarkson', 'Jenny Wade']"
23483,Matthew Vaughn,"['Aaron Taylor-Johnson', 'Chloë Grace Moretz', 'Christopher Mintz-Plasse', 'Nicolas Cage', 'Mark Strong']"
62206,Ruben Fleischer,"['Jesse Eisenberg', 'Danny McBride', 'Aziz Ansari', 'Bianca Kajlich', 'Nick Swardson']"
10577,Patrick Lussier,"['Gerard Butler', 'Christopher Plummer', 'Jonny Lee Miller', 'Justine Waddell', 'Jennifer Esposito']"
218778,Miguel Arteta,"['Steve Carell', 'Jennifer Garner', 'Ed Oxenbould', 'Dylan Minnette', 'Kerris Dorsey']"
4348,Joe Wright,"['Keira Knightley', 'Matthew Macfadyen', 'Rosamund Pike', 'Simon Woods', 'Donald Sutherland']"
78,Ridley Scott,"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos', 'M. Emmet Walsh']"
11780,Michael Caton-Jones,"['Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth', 'Eric Stoltz']"
192102,McG,"['Kevin Costner', 'Amber Heard', 'Hailee Steinfeld', 'Connie Nielsen', 'Tómas Lemarquis']"
2001,James Gray,"['Joaquin Phoenix', 'Eva Mendes', 'Alex Veadov', 'Mark Wahlberg', 'Robert Duvall']"
10383,Janusz Kamiński,"['Winona Ryder', 'Ben Chaplin', 'Sarah Wynter', 'Philip Baker Hall', 'John Hurt']"
11516,Jacques Perrin,"['Philippe Labro', 'Jacques Perrin']"
10025,Donald Petrie,"['Lindsay Lohan', 'Samaire Armstrong', 'Chris Pine', 'Missi Pyle', 'Makenzie Vega Norfolk']"
15198,Jay Roach,"['Russell Crowe', 'Hank Azaria', 'Mary McCormack', 'Burt Reynolds', 'Colm Meaney']"
23172,Brian Levant,"['Amber Valletta', 'Lucas Till', 'Jackie Chan', 'Billy Ray Cyrus', 'George Lopez']"
17834,Michael Ritchie,"['Martin Short', 'Kathleen Turner', 'Mara Wilson', 'Robert Pastorelli', 'Deborah Odell']"
10016,John Carpenter,"['Natasha Henstridge', 'Ice Cube', 'Jason Statham', 'Clea DuVall', 'Pam Grier']"
10317,David Gordon Green,"['Sandra Bullock', 'Anthony Mackie', 'Billy Bob Thornton', 'Zoe Kazan', 'Scoot McNairy']"
58431,Burr Steers,"['Lily James', 'Sam Riley', 'Jack Huston', 'Bella Heathcote', 'Douglas Booth']"
9746,Martin Scorsese,"['Tenzin Thuthob Tsarong', 'Tencho Gyalpo', 'Tsewang Migyur Khangsar', 'Gyurme Tethong', 'Robert Lin']"
13092,Robert B. Weide,"['Kelan Pannell', 'Janette Scott', 'Simon Pegg', 'Megan Fox', 'Gillian Anderson']"
59859,Jeff Wadlow,"['Aaron Taylor-Johnson', 'Chloë Grace Moretz', 'Christopher Mintz-Plasse', 'Clark Duke', 'Jim Carrey']"
13495,Agustín Díaz Yanes,"['Viggo Mortensen', 'Elena Anaya', 'Unax Ugalde', 'Eduard Fernández', 'Eduardo Noriega']"
254473,Camille Delamarre,"['Paul Walker', 'David Belle', 'RZA', 'Robert Maillet', 'Carlo Rota']"
700,John Glen,"['Roger Moore', 'Maud Adams', 'Louis Jourdan', 'Kristina Wayborn', 'Kabir Bedi']"
4964,Judd Apatow,"['Seth Rogen', 'Katherine Heigl', 'Leslie Mann', 'Paul Rudd', 'Jason Segel']"
10024,Nick Cassavetes,"['Cameron Diaz', 'Alec Baldwin', 'Abigail Breslin', 'Joan Cusack', 'Sofia Vassilieva']"
13490,Malcolm D. Lee,"['Martin Lawrence', 'James Earl Jones', 'Margaret Avery', 'Joy Bryant', 'Cedric the Entertainer']"
15927,David Lean,"['Judy Davis', 'Alec Guinness', 'Peggy Ashcroft', 'James Fox', 'Victor Banerjee']"
1259,Richard Eyre,"['Judi Dench', 'Cate Blanchett', 'Bill Nighy', 'Juno Temple', 'Max Lewis']"
5125,Gavin Hood,"['Omar Metwally', 'Reese Witherspoon', 'Jake Gyllenhaal', 'Moa Khouas', 'Zineb Oukach']"
174,Nicholas Meyer,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei']"
9583,Callie Khouri,"['Sandra Bullock', 'Ellen Burstyn', 'Fionnula Flanagan', 'James Garner', 'Cherry Jones']"
9437,Gary Fleder,"['Morgan Freeman', 'Ashley Judd', 'Cary Elwes', 'Alex McArthur', 'Tony Goldwyn']"
525,John Landis,"['Dan Aykroyd', 'John Belushi', 'James Brown', 'Cab Calloway', 'Ray Charles']"
10188,Sanaa Hamri,"['Alexis Bledel', 'Amber Tamblyn', 'America Ferrera', 'Blake Lively', 'Rachel Nichols']"
63574,Todd Graff,"['Queen Latifah', 'Dolly Parton', 'Keke Palmer', 'Jeremy Jordan', 'Courtney B. Vance']"
245,Chris Weitz,"['Hugh Grant', 'Nicholas Hoult', 'Toni Collette', 'Rachel Weisz', 'Sharon Small']"
9825,Steve Miner,"['Bill Pullman', 'Bridget Fonda', 'Oliver Platt', 'Brendan Gleeson', 'Betty White']"
186,Paul McGuigan,"['Josh Hartnett', 'Bruce Willis', 'Lucy Liu', 'Morgan Freeman', 'Ben Kingsley']"
9549,Philip Kaufman,"['Fred Ward', 'Dennis Quaid', 'Ed Harris', 'Scott Glenn', 'Sam Shepard']"
61891,Roland Emmerich,"['Jamie Campbell Bower', 'Rhys Ifans', 'David Thewlis', 'Joely Richardson', 'Vanessa Redgrave']"
34584,Wolfgang Petersen,"['Barret Oliver', 'Gerald McRaney', 'Noah Hathaway', 'Drum Garrett', 'Darryl Cooksey']"
2666,Alex Proyas,"['Rufus Sewell', 'William Hurt', 'Kiefer Sutherland', 'Jennifer Connelly', ""Richard O'Brien""]"
12783,Saul Dibb,"['Keira Knightley', 'Ralph Fiennes', 'Aidan McArdle', 'Simon McBurney', 'Charlotte Rampling']"
13155,Walter Murch,"['Fairuza Balk', 'Nicol Williamson', 'Jean Marsh', 'Piper Laurie', 'Matt Clark']"
42807,Richard Linklater,"['Matthew McConaughey', 'Skeet Ulrich', 'Ethan Hawke', ""Vincent D'Onofrio"", 'Gail Cronauer']"
28355,Christian Alvart,"['Renée Zellweger', 'Jodelle Ferland', 'Ian McShane', ""Kerry O'Malley"", 'Callum Keith Rennie']"
8080,E. Elias Merhige,"['Carrie-Anne Moss', 'Aaron Eckhart', 'Ben Kingsley', 'Harry Lennix', 'Kevin Chamberlin']"
5126,Menno Meyjes,"['John Cusack', 'Bobby Coleman', 'Amanda Peet', 'Joan Cusack', 'Oliver Platt']"
56288,Robert Rodriguez,"['Jessica Alba', 'Mason Cook', 'Rowan Blanchard', 'Joel McHale', 'Jeremy Piven']"
303858,Jodie Foster,"['George Clooney', 'Julia Roberts', ""Jack O'Connell"", 'Caitriona Balfe', 'Dominic West']"
1613,Ronny Yu,"['Samuel L. Jackson', 'Robert Carlyle', 'Emily Mortimer', 'Meat Loaf', 'Rhys Ifans']"
31582,Joel Schumacher,"['Robert De Niro', 'Philip Seymour Hoffman', 'Barry Miller', 'Chris Bauer', 'Skipp Sudduth']"
16617,Renny Harlin,"['LL Cool J', 'Jonny Lee Miller', 'Kathryn Morris', 'Patricia Velásquez', 'Clifton Collins Jr']"
8944,Barry Levinson,"['Bruce Willis', 'Robert De Niro', 'Sean Penn', 'Robin Wright', 'Stanley Tucci']"
41488,Norman Jewison,"['Michael Caine', 'Tilda Swinton', 'Jeremy Northam', 'Alan Bates', 'Charlotte Rampling']"
37028,Kenneth Branagh,"['Joseph Kaiser', 'Amy Carson', 'René Pape', 'Lyubov Petrova', 'Benjamin Jay Davis']"
14560,Steve Carr,"['Kevin James', ""Keir O'Donnell"", 'Jayma Mays', 'Raini Rodriguez', 'Shirley Knight']"
10330,Mark Waters,"['Jamie Lee Curtis', 'Lindsay Lohan', 'Mark Harmon', 'Harold Gould', 'Haley Hudson']"
6957,Judd Apatow,"['Steve Carell', 'Catherine Keener', 'Paul Rudd', 'Romany Malco', 'Seth Rogen']"
1934,John Madden,"['Joseph Fiennes', 'Gwyneth Paltrow', 'Geoffrey Rush', 'Tom Wilkinson', 'Judi Dench']"
169917,Scott Frank,"['Liam Neeson', 'Dan Stevens', 'David Harbour', 'Boyd Holbrook', 'Adam David Thompson']"
951,Ivan Reitman,"['Arnold Schwarzenegger', 'Penelope Ann Miller', 'Pamela Reed', 'Linda Hunt', 'Richard Tyson']"
10189,David Gordon Green,"['Seth Rogen', 'James Franco', 'Danny McBride', 'Gary Cole', 'Rosie Perez']"
9454,Andy Tennant,"['Drew Barrymore', 'Dougray Scott', 'Anjelica Huston', 'Megan Dodds', 'Melanie Lynskey']"
